published_date,title,text,url,fake
29-09-2021,Mkhwebane perjury case postponed to December,"Public Protector Busisiwe Mkhwebane will have to wait six weeks to find out whether she has succeeded in her attempt to have two of the perjury charges against her dropped.Mkhwebane appeared in the Pretoria Magistrate's Court on Wednesday.Prosecutor advocate Zinzile Matebese SC asked for a six-week postponement, saying National Director of Public Prosecutions Shamila Batohi will have a decision by then.Meanwhile, Mkhwebane's legal representative, advocate Dali Mpofu SC, told the court his client was ""aggrieved"" by having to come to court ""so many times"".He said Mkhwebane should be excused from coming to court on the next date.The matter was postponed to 2 December for the outcome of the representation, and the State agreed that there would be no need for her to appear in court.Mkhwebane has become the first Public Protector to be criminally charged and faces three counts of perjury.However, following representations to the Director of Public Prosecutions (DPP) in Gauteng, one of the charges was withdrawn.News24 previously reported that the perjury charges, laid against Mkhwebane by non-profit organisation Accountability Now in August 2019, stem from the findings of the Constitutional Court in the Absa/Bankorp review case.In December 2020, the Gauteng DPP announced the decision to criminally prosecute the Public Protector.Mkhwebane is accused of lying under oath in November 2017 when she unlawfully and intentionally deposed to an answering affidavit under oath in a Gauteng High Court review application.The review application followed a judgment on her report in which she directed the Special Investigating Unit to recover R1.125 billion in ""misappropriated public funds"", describing the funds as an ""illegal gift"" given to Bankorp by the SA Reserve Bank in the 1980s.The Constitutional Court judgment upheld the February 2018 Gauteng High Court ruling that Mkhwebane pay 15% of the Reserve Bank's legal fees in the Absa/Bankorp review case, Fin24 previously reported. The apex court agreed with the lower court ruling that her entire Absa/Bankorp investigation was flawed and that she was not honest during her investigation.It also found that Mkhwebane had acted in bad faith and put forward a ""number of falsehoods"" during the litigation, Fin24 reported.",https://www.news24.com//news24/southafrica/news/mkhwebane-perjury-case-postponed-to-december-20210929,False
13-10-2021,Your weather: Heat continues on Thursday as Pietermaritzburg hits 42°C,"A. Yellow level 2 warning for damaging wind resulting in difficulty in navigation at sea along the coast between Table Bay and Plettenberg Bay.B. Yellow level 1 warning for strong winds issued over Joe Gqabi District Municipality and Chis Hani District Municipality, which might result in localised power communication and localised damaged to temporal structure.1. Extremely high fire danger is expected over Senqu, Elundini, Sakhisizwe, Intsika Yethu, Amahlathi Local Municipality and Sarah Baartman District Municipality.The expected UVB sunburn index is extreme.The wind along the coast will be moderate to fresh north-westerly.The wind along the coast will be moderate west to north-westerly along the west coast, but fresh to strong along the south-west and south coast, becoming moderate southerly by afternoon.The expected UVB sunburn index is moderate.The wind along the coast will be moderate south-westerly at first, otherwise strong to near gale, but fresh by evening.In the eastern half of the Eastern Cape it will be fine and warm, but hot to very hot over the interior, becoming partly cloudy south of escapement from evening.The wind along the coast will be moderate south westerly, becoming strong to near gale from the afternoon, but fresh in the evening.The wind along the coast will be moderate north-easterly, becoming moderate to fresh south-westerly from the south in the afternoon spreading northwards.The expected UVB sunburn index is extreme.",https://www.news24.com//news24/southafrica/news/your-weather-heat-continues-on-thursday-as-pietermaritzburg-hits-42c-20211013,False
30-09-2021,Tembisa mom turns illegal dump site into vegetable garden,"Phiri, who became unemployed in 2012, started the recycling project, Itumeleng Future Solutions, in a bid to clear the large volumes of waste being dumped at the field.""I wanted to keep busy and contribute to my community in some way,"" said Phiri, who lives with her four children.When she started the project, Phiri would push a trolley around Tembisa, sometimes at night or in the early morning, to collect recyclable waste. ""If there were functions happening at night, I left the house at around 9:30pm to go and collect recyclable materials from the rubbish at those functions. I would return home between 11pm and midnight and go out again around 3am,"" she said.Nearly a decade later, Phiri says she has partnered with companies such as Coca-Cola Beverages South Africa and Mpact to grow her business and would like to employ more people from the community.She sorts and stores the recyclable materials she collects on a portion of the field.""I'm still on the ground doing a lot of collecting. On average, we collect between 300kg and 500kg of recyclable waste over weekends alone, which amounts to between R1 500 and R2 500. Through recycling, I can afford to take care of my kids, buy food and pay rent.""Her main challenge is transporting the materials. ""If I had a bakkie or a small truck it would be much better. Right now, I'm using a small trolley. Sometimes, I have to make multiple trips to one place because I cannot carry all the recyclable materials,"" she said.In 2020, Phiri started a food garden on a portion of the field. She currently employs eight people and grows spinach, cabbage and morogo.Phiri's son Kgalemo, who helps in the food garden, said: ""People have been trying to use this land for farming for years. There have been challenges with the dumping. But as more people become aware of the work my mother is doing, they seem to be more involved in recycling and starting their own food gardens.""Currently, Phiri uses her produce to feed her family, sells to neighbours who can afford it and gives some to people who do not have food. ""Eventually, I would like to supply local fruit and vegetable vendors,"" she said.",https://www.news24.com//news24/southafrica/news/tembisa-mom-turns-illegal-dump-site-into-vegetable-garden-20210930,False
30-09-2021,Digital Vibes: Health department mulls action to take against implicated officials,"According to Minister of Health Joe Phaahla, while the six officials are innocent until proven guilty, steps must be taken against them. The suspended officials include director-general Sandile Buthelezi and departmental spokesperson Popo Maja.On Thursday, Phaahla, his deputy Sibongiseni Dhlomo and acting director-general Nicolas Crisp briefed the media on its action against officials implicated in the Digital Vibes tender scandal.  ""Though we are mindful of the fact that probably further investigations may need to be done in this regard, and also knowing the approach of our legal system, that until somebody is found guilty in a court of law, they remain innocent. But we take cognisance, and that's why we are taking precautionary suspensions because the allegations are very serious, while awaiting the formal processes,"" he said.President Cyril Ramaphosa has authorised the release of the Special Investigating Unit’s (SIU) final report into the health department’s R150 million contract with Digital Vibes, which recommended criminal charges against the former acting director-general.According to the SIU, evidence obtained indicated that Pillay, former acting director-general of the national Department of Health (NDoH) during the Covid-19 media campaign, should be criminally prosecuted for financial misconduct.The department initially contracted Digital Vibes for the National Health Insurance (NHI) campaign in 2019. Former health minister Zweli Mkhize reportedly pressured officials to appoint the company owned by his close associates Tahera Mather and Naadhira Mitha.Phaahla said the SIU findings would guide the department in looking into the alleged conduct of officials named in the report and ""assessing the disciplinary steps, corrective and preventative interventions that will be required"".Regarding Buthelezi's suspension, Phaahla said: ""DGs are appointed by the president in terms of the public service, so when there is an issue relating to director-generals, it goes to the president's office. So that's why, because the president's office already had the full report, they were able to start acting earlier and took the steps.""By the close of business today, all affected six officials in the Department of Health would have been served with suspension letters.""Phaahla said Crisp had already informed all the implicated officials.""We are anxious to conclude the disciplinary processes as a matter of urgency, to bring these matters to closure in order to have time to dedicate our time and energy and resources to the country's response to [the] Covid-19 pandemic, as we roll out the vaccination programme.""He said he fully understood the public concern and interest in this matter because it involved allegations of misappropriation of public funds in the middle of a major fight against the Covid-19 pandemic.""It doesn't help when there is a lot of suspicion on the people who must run the system,"" said Phaahla.Asked if he had spoken to Mkhize, his predecessor, Phaahla said: ""We come a long way. Our families know each other, our children know each other, so we talk ... I must make that very clear.""",https://www.news24.com//news24/southafrica/news/digital-vibes-health-department-mulls-action-to-take-against-implicated-officials-20210930,False
12-03-2019,Drama As Boyfriend Forcefully Takes Cheating Wife From Hubby For The Night,"Drama As Boyfriend Forcefully Takes Cheating Wife From Hubby For The Night Residents of a suburb Harare were left open-mouthed in shock over the weekend after a cheating womans boyfriend came to her house and forcefully took her with him despite the presence of the husband. According to H-Metro, Penelope Ruswa who is the second wife of a man only identified as Mark was cheating on her husband with another man only identified as Andrew. Penelopes plans to rendezvous with Andrew that night were ruined after Mark arrived at her house unexpectedly. Seeing that there was no way that she could keep her appointment with Andrew, Penelope is reported to have switched off her phone to avoid his incessant calls. However, it seems like Andrew had been anticipating a night of pleasure with Penelope so much that he decided to come and force her to keep the appointment. Andrew is said to have jumped over the wall surrounding Penelopes house before banging on her door. Penelope then lied to Mark that he was a disgruntled foreign currency dealer and went to deal with Andrew. But to Marks surprise, he had Penelope being assaulted and when he went to find out why he saw her being bundled into a car by Andrew who later drove away. Narrating his ordeal to H-Metro, Mark said, I NEVER THOUGHT THAT PENELOPE WOULD CHEAT CONSIDERING EVERYTHING THAT I DID FOR HER AS WELL AS DISTURBING MY PEACE WITH MY FIRST WIFE. I MARRIED PENELOPE BEGINNING OF 2018 AFTER FALLING IN LOVE WITH HER FOR ALMOST THREE YEARS. I WAS NOT AWARE THAT SHE WAS AFTER MY WEALTH. SHE WAS DRAGGED TO THE CIVIL COURT BY MY WIFE, AND THE STORY WAS PUBLISHED IN H-METRO, AND TODAY I REGRET MY ACTIONS AFTER SEEING HER REAL CHARACTER. PENELOPE WAS NOT AWARE THAT I WAS COMING HOME SO SHE DECIDED TO SWITCH OFF HER PHONE, AND THIS ANGERED ANDREW WHO JUMPED THE PRE-CAST WALL INTO OUR PREMISES WHERE HE DEMANDED THAT THE DOOR BE OPENED. WHAT SURPRISED ME WAS THE WORDS HE WAS UTTERING TO PROVE THAT HE WANTED TO DESTROY THE DOOR AND MY WIFE LIED TO ME THAT HE WAS A MONEY CHANGER WHO WANTED HIS UNITED STATES DOLLARS. SHE ASKED ME TO REMAIN IN THE BEDROOM WHILE SHE ATTENDED TO HIM. NDAZOMUKA NDANZWA AVAKUROHWA MAMBAMA AMUTSA VANHU MURAINI ROSE ACHIKAKARITSWA NDOKUKANDWA MUMOTOKARI. I FOLLOWED THEM ONLY TO DISCOVER THAT ANDREW STAYED A FEW HOUSES AWAY FROM OURS, AND I HAD NO OPTION, BUT TO CALL HER PARENTS TO WITNESS THIS. THEY CAME AND RETURNED AFTER THEY HEARD SOMEONE CALLING REPORTERS TO THE SCENE SINCE THEY ARE PASTORS AT GLAD TIDINGS. An irate Mark said that he was done with the marriage and indicated that he may seek a refund of his lobola. Penelopes father Pastor Chiwara confirmed that he had been informed of what had happened although he was yet to hear his daughters side of the story.",https://www.mzansistories.com/2019/03/drama-as-boyfriend-forcefully-takes.html,True
06-11-2018,Billionaire Prophet Bushiri gives Mboro R1m as a birthday gift,"Billionaire Prophet Shepherd Bushiri gives Prophet Mboro R1m as a birthday gift Paseka Motsoeneng, popularly known as Prophet Mboro, was given a late birthday surprise by colleague Shepherd Bushiri. Bushiris church, Enlightened Christian Gathering, organised a night of celebration for Mboro, who turned 50 early this year. Bushiri gave Mboro R1million cash as a birthday gift. For years, the two did not get along, but they seem to have put their differences aside. Bushiri said that if prophets did not celebrate each other, no one would love or honour them or take them seriously. It is not easy. If you look at traditional healers, they dont fight one another and they stand together. But men of God fight, we need to stand together. Our styles of ministry are different, but we serve one Jesus, Bushiri said. He added that when he saw Mboros work with his generous deeds and the impact he had made in peoples lives through healing and miracles, he had to celebrate the man of Gods life. A congregant said Mboro delivered her from her drinking addiction which was triggered by her divorce. I used to drink a lot. I would drink from 6pm to the next morning. I was a gangster and used to carry a gun. Most of my friends were men and you dont want to know what we used to do. I came to church and I found Jesus. I have now touched many lives through Mboros guidance, she said. Motsoeneng said he was very emotional after the gesture. He thanked everyone in attendance especially his mother. My mother is 88 years old and almost died this year and I asked the Lord to spare her life. I have built houses for many people but I felt I have not done enough for her so I am grateful for her life. Bushiri, youve almost brought tears in my eyes. I dont know what to say. Though we fight often, I dont hold grudges. Even the Bible says I should love my enemies, he said. According to him, being a prophet was extremely difficult but it is his love for the broken and needy that has kept him going.",https://www.mzansistories.com/2018/11/billionaire-prophet-bushiri-gives.html,True
20-05-2020,AKA and Cassper Nyovest must grow up: Letter By Ricky Rick,"BY RICKY RICK The Aka/Cass beef is exhausting for the game. It might exciting for twitter but behind the scenes its something most rappers keep quiet on because its draining the life out of the culture. I don’t condone AKA coming for Cassper they way he did and never will because even tho we haven’t been on the best terms I still have love for him, his team and his family. When it went down a few weeks ago I reached out and called Aka about it. Didn’t bring it to twitter because of course people were gonna say \""you switching sides again\"" etc. theres no winning. This is real life for me. Its not a soccer match where we choose sides. There’s nothing more I wanna see in my lifetime than those two squash the beef and for everyone to work together on doing big things for the culture. I hate watching them fight. I hate not being in cass life because we had many great times together and not too stubborn to say I miss him as a homie. I gain no joy in seeing him be attacked by ANYONE. He’s in da trenches investing everything in building something real for hiphop. Im not on anyones \""side\"". Its not about side anymore to me. I wanna see everyone win. Wanna see everyone feeding their kids and leave a legacy. Wanna see everyone find the right formula for success.",http://search67.com/2020/05/20/2363/,True
21-10-2021,Police still searching for 4 brothers kidnapped in Polokwane - and there has been no ransom demand,"On Thursday, Limpopo police spokesperson Brigadier Motlafela Mojapelo told News24 the family had not received any ransom demand after the abduction of the Moti brothers - Zia, 15, Alaan, 13, Zayyad, 11, and Zidan, six. According to the police, they were on their way to school when a group of armed men forcefully removed the boys from the BMW they were travelling in, leaving their driver behind.""The 64-year-old driver allegedly fetched the children from Nirvana and was driving along the R37 road, near the N1 bypass, when he was suddenly blocked by two vehicles, a white Kia Sorento and black Mercedes Benz,"" said Mojapelo after the incident.He said the police were working tirelessly to locate the children.Mojapelo asked anyone with information to contact the investigating officer, Captain Ntlane Rasedile, on 082 565 8566 or Crime Stop on 08600 10111.",https://www.news24.com//news24/southafrica/news/police-still-searching-for-4-brothers-kidnapped-in-polokwane-and-there-has-been-no-ransom-demand-20211021,False
10-04-2021,Late mayor Neo Schalk was dedicated to serving his municipality's residents - North West premier,"Maape said he was saddened by Schalk's death in a fatal car crash on Sunday. Schalk's vehicle was involved in a head-on collision on the N14 just outside Vryburg.He and the driver of the other vehicle were certified dead on the scene.Maape said Schalk's death came as a shock.Maape said: Maape had since offered his condolences to Schalk's family, friends, colleagues, residents of Naledi and the people of North West.Schalk, according to Maape, rose to prominence in politics in the 1980s, when he was arrested with other chief organisers of student protests at Bopaganang High School. He was subsequently found guilty and then banned from enrolling at all schools in the Vryburg district.""He was a dedicated public representative whose service in various roles and responsibilities in local government spans over two decades, including as the chief whip of the Naledi local municipality between 2000 and 2006.""In 2011, he was elected speaker of the Dr Ruth Segomotsi Mompati district, a position he held until he was elected mayor of Naledi local municipality in 2016. He is one of the longest serving councillors of the ANC since the dawn of democracy.""",https://www.news24.com//news24/southafrica/news/late-mayor-neo-schalk-was-dedicated-to-serving-his-municipalitys-residents-north-west-premier-20211004,False
14-06-2020,"#WhiteLivesMatter Systemic Black on White Violence Like Farm Murders, are Deliberately Ignored as Black Supremacist Hysteria Hijacks Social Media, Mainstream & The Establishment!","#FactsMatter – White males simply do NOT rape, torture or even murder 85 year old black women! Black males however regularly attack and kill elderly whites! However facts only seem to matter to normal white people. The rest are perfectly happy to not only overlook decades of statistics about black on black and black on white violence, but even to blame the white victims for these terrible statistics. For example, a member of far left Socialist Workers Party (SWP) in UK actually condoned the shooting of \""racist\"" police officers! This self appointed judge, jury and executioner attitude is systemic and endemic to the establishment and left wingers. The world is suffering from the results of decades of over the top tolerance which has been more appeasement and freebie indulgence than tolerance, resulting in a attitude of entitlement. Far left groups like antifa and Black Lives Matter have hijacked the George Floyd protests and many have seized the moment as an opportunity to oust Trump and win back momentum for the Liberal World Order. Gary McFarlane, the prominent member of the far left Socialist Workers Party (SWP) who condoned the shooting of allegedly \""racist\"" police officers, claimed on television to be a Black Lives Matter organiser calling for \""revolution.\"" He even criticised the police officer who was knocked off her horse at a demonstration in Downing Street. Attacking the victim. We live in a dystopian world where children block their own parents on social media because \""racism\""! The far left overseas, and in South Africa, have made heavy use of social media, communications platforms like Zoom and also the Dark Web, which their more perverted members frequent, to organise and make it appear as if the protests were organic, yet they were anything but grassroots uprisings. In the same way the suppression and denial of farm murders and farm attacks in SA is orchestrated and deliberate. Left wing journalists congregate in the same places, have relationships with each other, work for more than one outlet and as a result they can collude and manufacture the impression that everyone agrees, that farm murders don’t happen or are not driven by racial hatred. Even the rise so-called \""black-twitter\"" and a despicable facebook group that aims to attack victims and whistle blowers of farm murders, is proof of how orchestrated it is. Left wing NGOs and Groups like Groundup, funded by globalist Oligarchs like George Soros (Open Foundation) and London jew, Tony Tabatznik (Bertha Foundation), etc., not only organise and orchestrate violent protests, they then write articles about these protests and mainstream media like NASPERS, The Argus, The Star, etc. etc. dutifully broadcast these biased articles as if they are actual community protests! Does South Africa not care about foreign meddling in SA politics? They have to orchestrate it because the statistics and evidence states overwhelmingly that blacks have a higher tendency to violence than whites. Full stop. The perpetrators of South Africa’s 56 murders a day are almost exclusively black. Fact. While mainstream media try to hide it, even threatening SA-News with legal action (NASPERS & Caxton) for publishing details of farm murders, which they claim to \""own\"", the horrific and damning evidence is there for anyone willing to look outside the mainstream echo chamber. Imagine trying to take ownership of and profit from details of farm murders? Other outlets like MyBroadband slander SA-News by listing us as fake news, as part of their concerted attempt to protect their mainstream advertising revenue by ignoring the harsh truths. Likewise in America in the last few weeks, we have even seen videos on social media of black gangs going out \""hunting whitey\"" and brutally beating up any innocent whitey they come across! If that is not black supremacism then what is? Unfortunately no one knows about it because the complicit mainstream establishment bury it. So it is clear white lives do not matter to the globalists and communists who have agitated and brainwashed the black masses into hating and attacking whites en masse – literally stoking a race war. A race war that has secretly been going on in South Africa for decades, as these latest examples prove: A black attacker hacked elderly Eduard Neumeister (67) into pieces with a panga on his kitchen floor! The attack happened last Saturday morning 6 June, 2020 on a farm at Balgowan, KZN Midlands. Edi was the owner of Edi’s Bratwurst Sausage Restaurant and B&B. The attacker also attacked Edi’s fiancee Margit Riebler and Edi fought to protect his fiancee. Then the black attacker started to hack Edi before he fled. Paramedics and Police members on the scene said they never saw such horrific injuries. The incident has been picked up by European media because Edi was an Austrian by birth. His son Tommy stays in Germany. Incidents like these only make the news overseas when foreign nationals are involved. Yet there have been many thousands of white people murdered on farms in South Africa since the violent ANC were handed power, in thousands of attacks. Agricultural union TLU SA has recently published farm attack statistics kept internally by them since 1990, with their records indicating 5,437 farm attacks on their members since 1990 and 2,067 farm murders. These are only statistics they could gather from their own members. Not all farmers belong to TLU SA, so the real number of farm attacks and murders are much higher. These attacks are actively encouraged by ANC and EFF politicians on a regular basis with their constant anti white hate speech. Many white children and women were also murdered in these attacks, many white people horrifically tortured and many women raped. It amounts to a slow racial war encouraged by the ANC and EFF. But this is just the tip of the iceberg as we have not even looked at deliberate negligence of whites in state hospitals and civil service. In fact tens of thousands of white people were murdered, raped and maimed by black men since the ANC took over, with very few black people murdered by whites, which is the global norm. All murders are wrong and intolerable. But why is the onslaught against South African whites ignored by the world and liberal media and only white on black incidents played up? This is clearly part of an agenda and the Black Lives Matter campaign should be called out for what it is – like LGBT, antifa, feminists, etc, they are a weapon to destabilize communities in order to allow communists and the Liberal World Order to take power and oust Trump, because clearly they are not going to be able to do it via the ballot box. This after all is how the ANC won the elections with such a large margin since 1994! On May 25 the death of a black man, George Floyd, in Police custody in the USA was hijacked by the globalist movement to elevate the incident to a rallying cry for globalist social unrest, with the hijackers driving a black supremacist and Far Left agenda. The political and revolutionary nature of this #fauxrage warrants a look at black on white violence in South Africa, in the same week as the George Floyd riots. This is a factual report and without going into the details of the George Floyd death while resisting arrest, or historical injustices that have been done to any people in the world. This report simply looks at the facts and the hypocrisy of liberal media in South Africa and the world, which specifically mentions ex police officer Chauvin’s race as white, but never mentions the race of the attackers of white people in reports in South Africa. Again this is a factual report and you will have to draw your own conclusions. ROLL CALL FOR VICTIMS OF BLACK ON WHITE VIOLENCE IN SOUTH AFRICA IN THE TIME OF THE GEORGE FLOYD #FAUXRAGE AND GLOBALIST RIOTING AGITATION. – 1 June 2020 – Community medical doctor Roelof Botha (59) stabbed to death with sheep shears by a group of black attackers in a nature reserve in Tulbach , Western Cape. Botha stayed on a farm in the area. Community medical doctor Roelof Botha – 2 June 2020 – Tinus Pretorius (37) shot 4 times and left in a critical condition in his Klerksdorp shop. – 4 June 2020 – Kobie Smit (60) and his wife Annie Smit (58) were seriously injured when a black man attacked them with a panga on Thursday at around 18:00 in the neighbourhood Panorama, Bethlehem, Free State province. Kobie was outside in his yard when the black man chopped him with the panga, walked past him and also chopped Annie inside the house with the panga. The man fled without taking anything and the couple’s neighbour discovered them and rushed them to hospital. – 4 June 2020 – In a second incident in Bethlehem on the same day, a black man broke a window of a house where a 60 year old woman and her daughter were watching TV at around 21:15. The man stabbed the older woman in the neck, grabbed a laptop and fled with it through the same window . She survived the incident. – The previous week a 86 year old woman was attacked and raped, also in Bethlehem town. She heard a window break and was surprised by a black male attacker who detained her with a knife, cut her clothes off with it and then raped her. He stole money and groceries before fleeing. – 5 June 2020 – Pieter Nel (65) was left in critical condition after he was shot twice on his farm in Hartbeespoort on Friday, 5 June. His wife Ann was seriously assaulted. – 6 June 2020 – An elderly white couple, Schalk (63) and Lana Coetzee (59), were also severely assaulted on a farm outside Reivilo, Northern Cape on Saturday 6 June, 2020. The man was left in critical condition. His attackers, black men, poured boiling water on his back. Both had to undergo surgery afterwards. This image of a bloodied Lana Coetzee was sent into the world: Farm Attack – 9 Jun 2020 – Mike Sebanz (52) shot in the stomach by armed robbers and he later died in the Tembisa hospital. He and another staff member were guarding the Kempton Park golf club during the night. They worked in the bar. Mike Sebanz – 11 June 2020 – A top medical specialist had his skull cracked by crowbar wielding black home invaders in Somerset West around midnight. – Many more less serious farm attacks happened during this time where white residents were nevertheless assaulted for instance in Nelspruit, Barberton, Cradock and Vanwyksvlei. – During May 2020 there were 15 farm attacks and 4 farm murders reported. – During April 2020 there were 17 farm attacks and one farm murder reported. – During March 2020 there were 35 farm attacks and 6 farm murders reported. – During Feb 2020 there were 31 farm attacks and 8 farm murders reported. All these incidents came amidst the longest and hardest CCP-virus lockdown in the world, implemented in South Africa at the end of March. Ridiculous rules and regulations were forced on South Africans and almost a quarter of a million of South Africans were arrested for trivialities and given criminal records when they paid the admission of guilt fine. The ANC gave state financial assistance to only some small businesses forced to close during the lockdown, but only if the owners were black. No food parcels were given by the ANC government to white people in need although there were many, for instance a whole small impoverished town called Venterspos in Gauteng, which is extremely poor and where the little income there vanished due to the lockdown. The lockdown is happening amidst an ANC government which is looting on an industrial scale through capturing the State through it’s cadre deployment policy and causing collapsing infrastructure like sewage treatment plants. Four male residents of Koster in North West died on 5 June 2020 when they tried to open a blocked sewage pipe and were overpowered by sewage gasses. The local ANC run municipality collapsed a long time ago and does not render services anymore. The men who died were Chris Pretorius, Connie Cloete and 2 black men employed by Chris namely Mpho Melatho and Lennox Thobeni. Afriforum also had to lay hate speech charges against the guardians of the legacy of Nelson Mandela after the Nelson Mandela Foundation made the following remarks on 10 June : \""The use of violence can be rational and carefully targeted as part of a strategy to counter structural and other forms of violence against Black lives. And, of course, it ought always to be so.\"" The press release by the Nelson Mandela Foundation seems carefully aimed at giving consent to violence to be used in the liberal – globalist revolution which was long planned with George Soros as chief financier. Of course the globalist Alliance seized upon the death of George Floyd to elevate him to icon status and pick up the pace of globalist conquest. Nelson Mandela is regarded as an icon so if his foundation gives consent to violence it wil be seen as legitimate violence taking into account that Nelson Mandela, admitted to authorising the killing of some 160 people yet has been elevated to saint status by the world – although he is certainly co-responsible for the filthy dictatorship the ANC has turned South Africa into, because he must have been aware what kind of party of outright criminals he was presiding over. The world should be ashamed the day when the extent of structural discrimination against the white minority by a black government of South Africa becomes known. But then hindsight is 20/20 only after the genocide is complete, only then will they pretend ignorance and shock of the violent attacks, atrocities and deliberate negligence committed by blacks on whites in South Africa. ",https://sa-news.com/whitelivesmatter-systemic-black-on-white-violence-like-farm-murders-are-deliberately-ignored-as-black-supremacist-hysteria-hijacks-social-media-mainstream-the-establishment/,True
10-01-2021,What the Public Protector found after probing state of healthcare at some public hospitals,"On Friday, Public Protector Busisiwe Mkhwebane and her deputy, Kholeka Gcaleka, released the outcome of investigations into the state of public healthcare facilities in Limpopo, Mpumalanga, Gauteng and KwaZulu-Natal.Between 6 and 7 October 2020, the office visited the Christ the King District Hospital in Ixopo, Rietvlei District Hospital in uMzimkhulu, Mbongolwane District Hospital in Eshowe – Mbongolwane Reserve, and KwaMagwaza District Hospital in Melmoth.The office found there were systemic deficiencies, such as staff shortages, poor physical infrastructure, lack of laundry services and poor information technology connectivity at the Christ the King District Hospital.The same issues were found at the other three hospitals in KZN. It said the department had failed to ensure ""appropriate conditions for the enjoyment, delivery and access to adequate as well as effective healthcare services for the rural community of Ixopo, uMzimkhulu, Eshowe and Mthonjaneni as well as surrounding areas being served by the hospitals"".""Based on the evidence in the Public Protector's possession and the submissions made by management at all six hospitals, the Public Protector finds that the provincial health department experienced systemic challenges which impacted on healthcare services.""",https://www.news24.com//news24/southafrica/news/what-the-public-protector-found-after-probing-state-of-healthcare-at-some-public-hospitals-20211001,False
20-10-2021,Covid-19: Is it time to allow home-testing?,"Is South Africa overlooking a vital tool for cutting down Covid-19 infection rates?In April this year, the UK government announced it would provide free kits for rapid antigen testing to all. Recently, the US followed suit, announcing massive orders of these tests, also aimed at self-testing.The idea is that people without symptoms should test themselves regularly using home kits, which are simple to use (much like pregnancy tests) and provide reasonably reliable results within 30 minutes or less.If the test shows a positive result, the person should go for a PCR test to confirm. In contrast to antigen tests, PCR tests have to be processed in a laboratory.Antigen tests work by identifying the presence of the virus's spike proteins in a sample taken from a person's nose. These tests will identify the virus after a person has been exposed and infected for a few days. At this point, the virus has had time to replicate. This is the period when people are most infectious. PCR tests will typically identify an infection sooner.Is self-testing using rapid antigen tests in South Africa permitted?According to this document, Covid-19 Rapid Test Kits might not be advertised to the public, were intended for use by professionals only, and were not intended for self-testing and might not be sold to the public.SAHPRA spokesperson Yuven Gouden told GroundUp antigen tests ""are not helpful to guide decision-making regarding patient management, decisions around the need for quarantine, isolation or contact tracing"". ""Against this background, the risk associated with misinterpretation and misunderstanding of the results cannot be ruled out.""The main reason rapid antigen tests are limited for use in healthcare settings is a fear of misinterpretation. The worry is a person who is infected may proceed to act as if they are uninfected, and spread the infection.Antigen tests are, overall, less sensitive than PCR tests - they will pick up fewer infections. This means a person using an antigen test instead of a PCR test is more likely to receive a negative test result. But antigen tests will show a positive result when it really counts.The other benefit of antigen tests, apart from their much lower cost, is they produce a result so quickly. This means people who are infected will know immediately, and can remove themselves quickly from situations where they would infect others.But the real question when comparing antigen to PCR tests is whether people who are infectious, and therefore a risk to others, are more likely to test negative using an antigen test than a PCR test. The answer is no. Antigen tests are just as good as PCR tests when people are infectious. And because they can be easily repeated - the next day, for example - any false negatives are much less of a problem than with PCR tests.Should South Africa be re-examining its position on antigen testing, and the decision to limit the administration of antigen testing to healthcare professionals?Consider a person with an infection but without symptoms. This person has no reason to go for a test. They will continue to operate as usual, interacting with others over a number of days and possibly spreading infection.However, if they were doing regular home testing, or using it when they were most concerned about spreading the infection, for example when visiting an elderly relative, the person might know in time to isolate and prevent spreading the virus further.People who work in a healthcare setting, an office, the hospitality industry or other setting where they frequently interact with others, need to be able to catch a possible asymptomatic or pre-symptomatic infection before they are in contact with patients, colleagues or clients.Workplaces would like to limit the disruption to their operations that would follow from an employee coming into work with a Covid-19 infection. Using these tests is unlikely to induce dangerous behaviour and more likely to promote safe behaviour.One of the loudest advocates for widespread rapid home testing using antigen kits is Harvard epidemiologist Michael Mina.So despite being less sensitive, antigen tests are effective when used appropriately for a specific purpose: for picking up when a person is at a stage of infection where they are most likely to transmit to others.We need to think how we can adapt our response to future waves of Covid-19. We are unlikely to be anywhere close to being fully vaccinated by December, when some have anticipated a fourth wave of infections will hit parts of the country. A fifth wave is also not inconceivable.It may be too late now for the government to shift policy and mass purchase cheap and reliable antigen tests suitable for home use in time for the fourth wave.The introduction of widespread antigen testing is not a replacement for established, effective measures. It is another tool which could be used to reduce the number of infections in future waves.If the government pursued mass antigen testing, the unit cost of these tests could drop dramatically.",https://www.news24.com//news24/southafrica/news/covid-19-is-it-time-to-allow-home-testing-20211020,False
06-03-2019,Stepmother poison a 4 year old boy 'Joe' after asking for food while father went to look for food.,"Stepmother poison a 4 year old boy 'Joe' after asking for food while father went to look for food. According to reports, a four ( 4 ) year old boy named Joe was poisoned by His Stepmother after asking for food. The child was poisoned by His Stepmother while the Father went to look for Food, the woman threw the body in a Near by stream and ran away. Step mothers are evil out there and they need jesus christ to deliver them from their evil deeds. An innocent child is now dead. - Mzansi Stories",https://www.mzansistories.com/2019/03/stepmother-poison-4-year-old-boy-joe.html,True
